stalk color below ring,gill color,gill size,stalk color above ring,odor,gill attachment,spore print color,stalk root,ring number,veil type,population,cap surface,gill spacing,ring type,veil color,habitat,stalk surface above ring,cap shape,class,stalk shape,cap color,bruises,stalk surface below ring
w,n,b,w,n,f,n,b,o,p,v,y,c,p,w,d,s,x,e,t,n,t,s
g,w,b,p,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
p,w,b,g,n,f,k,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
p,u,b,g,n,f,n,b,o,p,y,y,c,p,w,d,s,x,e,t,g,t,s
p,p,b,n,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,g,f,k
w,n,n,w,c,f,k,b,o,p,v,f,w,p,w,d,s,x,p,e,w,f,s
w,w,b,w,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,n,t,s
g,w,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
w,u,n,w,c,f,k,b,o,p,v,f,w,p,w,d,s,x,p,e,w,f,s
w,p,n,w,c,f,k,b,o,p,s,s,w,p,w,d,s,x,p,e,g,f,s
p,p,b,p,n,f,k,b,o,p,v,y,c,p,w,d,s,x,e,t,e,t,s
p,h,b,b,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,g,f,k
w,p,n,w,c,f,n,b,o,p,v,f,c,p,w,d,s,x,p,e,g,f,s
p,h,b,n,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,g,f,k
w,n,n,w,c,f,n,b,o,p,v,s,c,p,w,d,s,x,p,e,g,f,s
g,w,b,p,n,f,k,b,o,p,v,f,c,p,w,d,s,x,e,t,g,t,s
w,u,n,w,c,f,k,b,o,p,s,f,c,p,w,d,s,x,p,e,p,f,s
p,n,b,g,n,f,n,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
w,n,n,w,c,f,k,b,o,p,v,s,c,p,w,d,s,x,p,e,p,f,s
w,p,n,w,c,f,k,b,o,p,s,f,w,p,w,d,s,x,p,e,g,f,s
g,p,b,g,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,e,t,s
w,n,n,w,c,f,k,b,o,p,s,f,c,p,w,d,s,x,p,e,g,f,s
w,n,n,w,c,f,k,b,o,p,v,s,w,p,w,d,s,x,p,e,g,f,s
g,u,b,w,n,f,n,b,o,p,y,y,c,p,w,d,s,f,e,t,g,t,s
w,u,b,g,n,f,n,b,o,p,y,y,c,p,w,d,s,f,e,t,n,t,s
w,g,n,w,c,f,n,b,o,p,s,f,w,p,w,d,s,x,p,e,g,f,s
g,p,b,w,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
w,n,n,w,c,f,n,b,o,p,s,s,c,p,w,d,s,x,p,e,w,f,s
g,w,b,g,n,f,k,b,o,p,v,y,c,p,w,d,s,f,e,t,n,t,s
b,h,b,n,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,g,f,k
b,g,b,b,f,f,h,b,o,p,y,y,c,l,w,g,k,f,p,e,g,f,k
g,n,b,p,n,f,k,b,o,p,v,y,c,p,w,d,s,f,e,t,g,t,s
b,g,b,n,f,f,h,b,o,p,v,f,c,l,w,g,k,x,p,e,g,f,k
w,p,b,g,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,g,t,s
n,g,b,n,f,f,h,b,o,p,y,f,c,l,w,g,k,x,p,e,g,f,k
p,p,b,n,f,f,h,b,o,p,y,f,c,l,w,p,k,f,p,e,g,f,k
w,n,b,w,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
g,w,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,g,t,s
w,p,n,w,c,f,n,b,o,p,v,f,c,p,w,d,s,x,p,e,w,f,s
w,n,b,w,n,f,n,b,o,p,y,f,c,p,w,d,s,f,e,t,g,t,s
p,p,b,b,f,f,h,b,o,p,y,f,c,l,w,p,k,x,p,e,g,f,k
b,h,b,n,f,f,h,b,o,p,v,y,c,l,w,d,k,x,p,e,y,f,k
p,p,b,n,f,f,h,b,o,p,y,y,c,l,w,p,k,f,p,e,g,f,k
b,p,b,p,f,f,h,b,o,p,v,f,c,l,w,g,k,x,p,e,y,f,k
w,g,n,w,c,f,n,b,o,p,v,f,w,p,w,d,s,x,p,e,w,f,s
n,h,b,b,f,f,h,b,o,p,y,y,c,l,w,d,k,x,p,e,y,f,k
p,g,b,b,f,f,h,b,o,p,v,y,c,l,w,d,k,x,p,e,y,f,k
n,h,b,n,f,f,h,b,o,p,v,f,c,l,w,p,k,x,p,e,y,f,k
n,h,b,p,f,f,h,b,o,p,v,f,c,l,w,d,k,f,p,e,y,f,k
n,g,b,n,f,f,h,b,o,p,y,f,c,l,w,d,k,f,p,e,y,f,k
g,n,b,w,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,g,t,s
n,g,b,b,f,f,h,b,o,p,y,y,c,l,w,g,k,x,p,e,g,f,k
b,p,b,n,f,f,h,b,o,p,y,f,c,l,w,p,k,f,p,e,y,f,k
b,g,b,p,f,f,h,b,o,p,y,f,c,l,w,g,k,f,p,e,y,f,k
w,w,b,w,n,f,k,b,o,p,y,f,c,p,w,d,s,x,e,t,g,t,s
g,n,b,w,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,n,t,s
p,n,b,w,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
p,h,b,n,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,y,f,k
b,g,b,b,f,f,h,b,o,p,v,y,c,l,w,g,k,f,p,e,g,f,k
b,h,b,n,f,f,h,b,o,p,v,y,c,l,w,d,k,f,p,e,g,f,k
w,w,b,p,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,e,t,s
b,p,b,n,f,f,h,b,o,p,v,y,c,l,w,g,k,f,p,e,g,f,k
w,n,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
w,p,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,g,t,s
p,w,b,g,n,f,n,b,o,p,v,f,c,p,w,d,s,f,e,t,g,t,s
b,p,b,b,f,f,h,b,o,p,y,f,c,l,w,d,k,x,p,e,g,f,k
b,p,b,b,f,f,h,b,o,p,y,y,c,l,w,g,k,x,p,e,y,f,k
n,h,b,b,f,f,h,b,o,p,y,f,c,l,w,g,k,f,p,e,y,f,k
p,p,b,g,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
n,h,b,p,f,f,h,b,o,p,y,f,c,l,w,d,k,x,p,e,y,f,k
b,h,b,p,f,f,h,b,o,p,y,y,c,l,w,p,k,f,p,e,g,f,k
p,g,b,p,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,y,f,k
b,g,b,p,f,f,h,b,o,p,v,y,c,l,w,d,k,f,p,e,y,f,k
n,p,b,n,f,f,h,b,o,p,y,y,c,l,w,p,k,x,p,e,g,f,k
b,h,b,b,f,f,h,b,o,p,v,f,c,l,w,p,k,f,p,e,y,f,k
w,g,n,w,c,f,n,b,o,p,s,s,c,p,w,d,s,x,p,e,p,f,s
n,p,b,n,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,y,f,k
g,u,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
p,n,b,g,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,e,t,s
w,n,n,w,c,f,n,b,o,p,v,f,c,p,w,d,s,x,p,e,p,f,s
b,h,b,b,f,f,h,b,o,p,v,f,c,l,w,g,k,x,p,e,y,f,k
p,p,b,b,f,f,h,b,o,p,v,y,c,l,w,g,k,f,p,e,g,f,k
p,p,b,w,n,f,k,b,o,p,y,y,c,p,w,d,s,x,e,t,g,t,s
g,p,b,w,n,f,n,b,o,p,y,f,c,p,w,d,s,f,e,t,e,t,s
b,p,b,b,f,f,h,b,o,p,v,y,c,l,w,d,k,f,p,e,g,f,k
g,u,b,w,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,g,t,s
p,g,b,n,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,y,f,k
n,g,b,n,f,f,h,b,o,p,y,y,c,l,w,g,k,f,p,e,g,f,k
g,p,b,g,n,f,n,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
n,h,b,n,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,y,f,k
b,g,b,n,f,f,h,b,o,p,y,f,c,l,w,g,k,f,p,e,y,f,k
p,p,b,p,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,y,f,k
b,g,b,p,f,f,h,b,o,p,y,f,c,l,w,g,k,f,p,e,g,f,k
w,n,n,w,c,f,n,b,o,p,s,s,w,p,w,d,s,x,p,e,p,f,s
w,g,n,w,c,f,k,b,o,p,s,f,c,p,w,d,s,x,p,e,g,f,s
p,g,b,b,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,g,f,k
p,h,b,b,f,f,h,b,o,p,y,y,c,l,w,p,k,x,p,e,y,f,k
n,h,b,p,f,f,h,b,o,p,v,f,c,l,w,d,k,f,p,e,g,f,k
w,u,b,w,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,g,t,s
w,w,b,w,f,f,h,b,o,p,v,s,c,p,w,u,f,x,p,t,g,t,s
b,g,b,p,f,f,h,b,o,p,y,y,c,l,w,d,k,x,p,e,y,f,k
p,w,b,p,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,g,t,s
b,g,b,p,f,f,h,b,o,p,y,f,c,l,w,d,k,f,p,e,y,f,k
b,h,b,b,f,f,h,b,o,p,y,y,c,l,w,p,k,x,p,e,g,f,k
b,g,b,b,f,f,h,b,o,p,v,f,c,l,w,p,k,f,p,e,y,f,k
n,h,b,b,f,f,h,b,o,p,y,y,c,l,w,g,k,x,p,e,g,f,k
p,h,b,b,f,f,h,b,o,p,y,y,c,l,w,g,k,f,p,e,g,f,k
b,h,b,n,f,f,h,b,o,p,y,y,c,l,w,p,k,f,p,e,y,f,k
n,p,b,p,f,f,h,b,o,p,y,f,c,l,w,p,k,x,p,e,y,f,k
w,g,n,w,c,f,k,b,o,p,v,s,c,p,w,d,s,x,p,e,w,f,s
n,g,b,b,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,g,f,k
b,p,b,b,f,f,h,b,o,p,y,f,c,l,w,p,k,x,p,e,g,f,k
p,u,b,p,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,n,t,s
w,w,b,p,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,g,t,s
b,g,b,n,f,f,h,b,o,p,y,f,c,l,w,p,k,x,p,e,y,f,k
w,u,n,w,c,f,n,b,o,p,s,s,c,p,w,d,s,x,p,e,p,f,s
n,p,b,n,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,g,f,k
b,h,b,b,f,f,h,b,o,p,v,f,c,l,w,g,k,x,p,e,g,f,k
w,u,n,w,c,f,k,b,o,p,v,s,c,p,w,d,s,x,p,e,w,f,s
p,w,b,w,n,f,n,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
n,p,b,b,f,f,h,b,o,p,v,y,c,l,w,g,k,f,p,e,g,f,k
w,p,n,w,c,f,k,b,o,p,v,f,w,p,w,d,s,x,p,e,p,f,s
w,p,b,w,f,f,h,b,o,p,v,s,c,p,w,g,f,f,p,t,w,t,s
n,p,b,n,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,y,f,k
w,e,b,e,n,f,w,?,t,p,c,y,c,e,w,w,s,x,e,e,b,t,s
p,g,b,n,f,f,h,b,o,p,y,f,c,l,w,g,k,f,p,e,g,f,k
n,p,b,p,f,f,h,b,o,p,y,f,c,l,w,g,k,x,p,e,g,f,k
b,h,b,n,f,f,h,b,o,p,y,f,c,l,w,g,k,x,p,e,y,f,k
p,h,b,p,f,f,h,b,o,p,y,f,c,l,w,g,k,f,p,e,y,f,k
g,u,b,p,n,f,n,b,o,p,y,f,c,p,w,d,s,f,e,t,g,t,s
p,h,b,p,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,y,f,k
p,h,b,p,f,f,h,b,o,p,v,y,c,l,w,d,k,x,p,e,g,f,k
n,p,b,n,f,f,h,b,o,p,y,f,c,l,w,g,k,f,p,e,g,f,k
w,u,n,w,c,f,n,b,o,p,s,f,w,p,w,d,s,x,p,e,g,f,s
w,u,n,w,c,f,n,b,o,p,v,f,c,p,w,d,s,x,p,e,g,f,s
n,p,b,p,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,g,f,k
w,h,b,w,f,f,h,b,o,p,s,s,c,p,w,g,s,x,p,t,g,t,s
b,h,b,p,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,g,f,k
g,n,b,p,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,g,t,s
b,p,b,b,f,f,h,b,o,p,v,f,c,l,w,d,k,f,p,e,y,f,k
p,p,b,p,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
b,p,b,p,f,f,h,b,o,p,y,y,c,l,w,p,k,f,p,e,g,f,k
w,n,b,g,n,f,k,b,o,p,v,y,c,p,w,d,s,f,e,t,n,t,s
p,w,b,g,n,f,k,b,o,p,y,f,c,p,w,d,s,f,e,t,e,t,s
p,g,b,n,f,f,h,b,o,p,y,y,c,l,w,p,k,x,p,e,g,f,k
p,h,b,b,f,f,h,b,o,p,y,y,c,l,w,d,k,x,p,e,g,f,k
g,w,b,g,n,f,n,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
b,p,b,b,f,f,h,b,o,p,v,f,c,l,w,p,k,f,p,e,g,f,k
p,w,b,p,n,f,k,b,o,p,y,f,c,p,w,d,s,f,e,t,g,t,s
g,w,b,w,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,e,t,s
g,w,b,g,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
n,g,b,n,f,f,h,b,o,p,y,f,c,l,w,p,k,f,p,e,g,f,k
p,u,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,x,e,t,e,t,s
b,p,b,p,f,f,h,b,o,p,v,y,c,l,w,d,k,f,p,e,g,f,k
n,p,b,p,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,y,f,k
b,p,b,b,f,f,h,b,o,p,v,y,c,l,w,d,k,f,p,e,y,f,k
p,g,b,n,f,f,h,b,o,p,v,f,c,l,w,p,k,x,p,e,y,f,k
n,p,b,n,f,f,h,b,o,p,v,y,c,l,w,d,k,x,p,e,y,f,k
g,u,b,g,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,g,t,s
w,u,b,g,n,f,n,b,o,p,v,y,c,p,w,d,s,x,e,t,g,t,s
p,g,b,b,f,f,h,b,o,p,v,y,c,l,w,g,k,f,p,e,g,f,k
p,h,b,p,f,f,h,b,o,p,y,f,c,l,w,d,k,f,p,e,y,f,k
b,p,b,p,f,f,h,b,o,p,y,y,c,l,w,p,k,x,p,e,g,f,k
w,b,n,w,y,f,w,?,o,p,v,y,c,e,w,p,k,x,p,t,e,f,s
n,h,b,n,f,f,h,b,o,p,y,y,c,l,w,p,k,x,p,e,g,f,k
p,g,b,p,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,g,f,k
w,u,n,w,c,f,n,b,o,p,v,s,w,p,w,d,s,x,p,e,g,f,s
b,p,b,p,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,g,f,k
w,p,b,w,f,f,h,b,o,p,s,s,c,p,w,g,s,f,p,t,b,t,f
p,p,b,n,f,f,h,b,o,p,v,y,c,l,w,d,k,x,p,e,g,f,k
p,p,b,p,f,f,h,b,o,p,y,y,c,l,w,d,k,x,p,e,y,f,k
w,u,n,w,c,f,k,b,o,p,s,s,w,p,w,d,s,x,p,e,w,f,s
n,h,b,p,f,f,h,b,o,p,v,y,c,l,w,d,k,x,p,e,y,f,k
p,w,b,w,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
p,h,b,p,f,f,h,b,o,p,y,y,c,l,w,g,k,x,p,e,g,f,k
p,p,b,n,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,y,f,k
b,p,b,p,f,f,h,b,o,p,v,f,c,l,w,p,k,x,p,e,y,f,k
n,p,b,p,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,g,f,k
b,h,b,n,f,f,h,b,o,p,y,f,c,l,w,d,k,x,p,e,y,f,k
w,u,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,g,t,s
p,p,b,p,f,f,h,b,o,p,y,f,c,l,w,d,k,x,p,e,g,f,k
p,u,b,w,n,f,n,b,o,p,y,y,c,p,w,d,s,f,e,t,n,t,s
p,h,b,b,f,f,h,b,o,p,v,y,c,l,w,d,k,f,p,e,g,f,k
p,p,b,p,f,f,h,b,o,p,y,f,c,l,w,p,k,f,p,e,g,f,k
b,g,b,b,f,f,h,b,o,p,v,f,c,l,w,d,k,f,p,e,g,f,k
w,u,n,w,c,f,k,b,o,p,v,s,w,p,w,d,s,x,p,e,w,f,s
n,h,b,n,f,f,h,b,o,p,y,y,c,l,w,d,k,x,p,e,g,f,k
w,p,b,g,n,f,k,b,o,p,v,y,c,p,w,d,s,f,e,t,n,t,s
w,u,n,w,c,f,k,b,o,p,s,f,c,p,w,d,s,x,p,e,w,f,s
b,p,b,p,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,y,f,k
n,p,b,b,f,f,h,b,o,p,y,f,c,l,w,d,k,x,p,e,y,f,k
w,u,n,w,c,f,n,b,o,p,v,f,w,p,w,d,s,x,p,e,p,f,s
p,p,b,p,f,f,h,b,o,p,y,f,c,l,w,d,k,f,p,e,y,f,k
n,h,b,p,f,f,h,b,o,p,v,f,c,l,w,p,k,f,p,e,g,f,k
g,p,b,g,n,f,k,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
b,g,b,p,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,y,f,k
p,g,b,b,f,f,h,b,o,p,v,f,c,l,w,p,k,f,p,e,y,f,k
w,g,n,w,c,f,n,b,o,p,s,f,c,p,w,d,s,x,p,e,g,f,s
w,u,n,w,c,f,k,b,o,p,v,s,w,p,w,d,s,x,p,e,p,f,s
p,n,b,w,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,e,t,s
b,h,b,b,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,y,f,k
w,n,b,w,n,f,n,b,o,p,y,f,c,p,w,d,s,f,e,t,n,t,s
w,p,b,w,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,e,t,s
p,p,b,b,f,f,h,b,o,p,y,y,c,l,w,d,k,f,p,e,y,f,k
n,p,b,b,f,f,h,b,o,p,y,f,c,l,w,g,k,x,p,e,y,f,k
p,g,b,n,f,f,h,b,o,p,v,y,c,l,w,d,k,x,p,e,g,f,k
b,g,b,n,f,f,h,b,o,p,y,f,c,l,w,d,k,f,p,e,g,f,k
n,g,b,p,f,f,h,b,o,p,y,f,c,l,w,p,k,f,p,e,y,f,k
p,w,b,p,n,f,n,b,o,p,y,y,c,p,w,d,s,f,e,t,g,t,s
p,p,b,b,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,g,f,k
n,h,b,n,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,y,f,k
n,p,b,b,f,f,h,b,o,p,v,f,c,l,w,p,k,f,p,e,g,f,k
n,p,b,b,f,f,h,b,o,p,y,f,c,l,w,p,k,f,p,e,y,f,k
g,u,b,w,n,f,n,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
g,p,b,g,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,n,t,s
n,h,b,p,f,f,h,b,o,p,y,f,c,l,w,g,k,x,p,e,y,f,k
w,h,n,w,n,f,h,?,o,p,y,y,c,f,w,d,s,f,e,e,u,f,f
w,u,b,p,n,f,n,b,o,p,y,y,c,p,w,d,s,f,e,t,n,t,s
p,p,b,p,f,f,h,b,o,p,v,y,c,l,w,g,k,f,p,e,y,f,k
b,g,b,b,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,y,f,k
p,g,b,n,f,f,h,b,o,p,y,y,c,l,w,d,k,x,p,e,g,f,k
p,p,b,n,f,f,h,b,o,p,y,y,c,l,w,p,k,x,p,e,g,f,k
b,g,b,p,f,f,h,b,o,p,v,f,c,l,w,p,k,f,p,e,y,f,k
b,g,b,b,f,f,h,b,o,p,y,y,c,l,w,d,k,x,p,e,y,f,k
b,h,b,b,f,f,h,b,o,p,v,f,c,l,w,p,k,x,p,e,y,f,k
n,p,b,b,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,g,f,k
b,h,b,n,f,f,h,b,o,p,y,f,c,l,w,p,k,x,p,e,y,f,k
g,u,b,p,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,g,t,s
p,h,b,n,f,f,h,b,o,p,y,y,c,l,w,d,k,f,p,e,g,f,k
g,p,b,g,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
n,p,b,b,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,g,f,k
b,h,b,b,f,f,h,b,o,p,v,f,c,l,w,d,k,f,p,e,y,f,k
w,n,b,w,n,f,n,b,o,p,y,y,c,p,w,d,s,f,e,t,n,t,s
g,w,b,p,n,f,k,b,o,p,y,f,c,p,w,d,s,f,e,t,g,t,s
p,p,b,n,f,f,h,b,o,p,v,y,c,l,w,g,k,f,p,e,g,f,k
p,w,b,p,n,f,k,b,o,p,v,f,c,p,w,d,s,x,e,t,e,t,s
w,p,b,p,n,f,n,b,o,p,y,f,c,p,w,d,s,f,e,t,e,t,s
b,h,b,b,f,f,h,b,o,p,v,y,c,l,w,p,k,f,p,e,y,f,k
w,u,n,w,c,f,k,b,o,p,v,f,c,p,w,d,s,x,p,e,w,f,s
n,p,b,b,f,f,h,b,o,p,y,y,c,l,w,d,k,x,p,e,g,f,k
p,b,n,p,y,f,w,?,o,p,v,y,c,e,w,d,k,x,p,t,e,f,s
p,p,b,b,f,f,h,b,o,p,v,f,c,l,w,p,k,x,p,e,y,f,k
p,p,b,b,f,f,h,b,o,p,y,y,c,l,w,d,k,f,p,e,g,f,k
p,u,b,w,n,f,n,b,o,p,y,y,c,p,w,d,s,f,e,t,g,t,s
p,b,n,p,f,f,w,?,o,p,v,y,c,e,w,l,s,x,p,t,n,f,s
g,n,b,g,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
w,g,b,w,n,f,r,b,t,p,v,s,c,p,w,m,s,b,p,e,b,t,s
g,w,b,g,n,f,k,b,o,p,y,f,c,p,w,d,s,f,e,t,g,t,s
n,p,b,b,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,g,f,k
g,w,b,w,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,g,t,s
n,p,b,p,f,f,h,b,o,p,y,f,c,l,w,p,k,f,p,e,y,f,k
n,g,b,n,f,f,h,b,o,p,y,f,c,l,w,g,k,f,p,e,y,f,k
p,g,b,n,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,g,f,k
w,u,b,p,n,f,n,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
p,p,b,n,f,f,h,b,o,p,y,f,c,l,w,p,k,x,p,e,g,f,k
b,g,b,p,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,y,f,k
n,g,b,n,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,y,f,k
b,g,b,b,f,f,h,b,o,p,y,f,c,l,w,p,k,x,p,e,y,f,k
n,p,b,p,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,y,f,k
b,h,b,n,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,y,f,k
b,p,b,n,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,g,f,k
g,u,b,g,n,f,k,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
p,g,b,n,f,f,h,b,o,p,v,f,c,l,w,d,k,f,p,e,g,f,k
p,h,b,n,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,y,f,k
p,u,b,w,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,n,t,s
p,g,b,p,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,y,f,k
p,h,b,b,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,y,f,k
p,p,b,p,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,n,t,s
p,p,b,b,f,f,h,b,o,p,y,y,c,l,w,p,k,f,p,e,g,f,k
g,p,b,g,n,f,k,b,o,p,y,f,c,p,w,d,s,f,e,t,e,t,s
b,g,b,b,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,y,f,k
b,h,b,b,f,f,h,b,o,p,v,y,c,l,w,d,k,f,p,e,g,f,k
b,p,b,b,f,f,h,b,o,p,v,y,c,l,w,d,k,x,p,e,y,f,k
w,g,n,w,c,f,k,b,o,p,s,s,c,p,w,d,s,x,p,e,g,f,s
p,w,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,f,e,t,g,t,s
p,g,b,p,f,f,h,b,o,p,y,y,c,l,w,g,k,f,p,e,g,f,k
b,h,b,b,f,f,h,b,o,p,y,f,c,l,w,d,k,x,p,e,g,f,k
n,h,b,b,f,f,h,b,o,p,v,y,c,l,w,p,k,f,p,e,g,f,k
w,w,b,p,n,f,k,b,o,p,v,y,c,p,w,d,s,f,e,t,n,t,s
n,p,b,b,f,f,h,b,o,p,y,y,c,l,w,d,k,x,p,e,y,f,k
b,g,b,p,f,f,h,b,o,p,y,f,c,l,w,d,k,f,p,e,g,f,k
g,w,b,w,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
g,w,b,p,n,f,k,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
w,p,b,w,f,f,h,b,o,p,v,s,c,p,w,u,f,f,p,t,g,t,f
n,g,b,p,f,f,h,b,o,p,y,f,c,l,w,p,k,x,p,e,g,f,k
b,g,b,n,f,f,h,b,o,p,v,y,c,l,w,p,k,f,p,e,g,f,k
b,g,b,p,f,f,h,b,o,p,v,y,c,l,w,p,k,x,p,e,g,f,k
n,h,b,b,f,f,h,b,o,p,v,f,c,l,w,d,k,x,p,e,y,f,k
n,p,b,b,f,f,h,b,o,p,v,y,c,l,w,d,k,f,p,e,g,f,k
p,p,b,n,f,f,h,b,o,p,v,y,c,l,w,p,k,f,p,e,g,f,k
w,w,b,w,n,f,n,b,o,p,y,y,c,p,w,d,s,f,e,t,e,t,s
n,h,b,b,f,f,h,b,o,p,v,y,c,l,w,g,k,x,p,e,g,f,k
p,p,b,p,f,f,h,b,o,p,v,y,c,l,w,g,k,f,p,e,g,f,k
b,p,b,b,f,f,h,b,o,p,y,y,c,l,w,p,k,x,p,e,g,f,k
p,p,b,w,n,f,n,b,o,p,v,f,c,p,w,d,s,f,e,t,e,t,s
w,p,b,p,n,f,n,b,o,p,v,y,c,p,w,d,s,f,e,t,e,t,s
p,n,b,p,n,f,n,b,o,p,y,y,c,p,w,d,s,f,e,t,e,t,s
n,h,b,b,f,f,h,b,o,p,v,f,c,l,w,g,k,f,p,e,y,f,k
p,h,b,b,f,f,h,b,o,p,y,f,c,l,w,p,k,f,p,e,g,f,k
p,u,b,g,n,f,k,b,o,p,y,y,c,p,w,d,s,f,e,t,n,t,s
b,g,b,p,f,f,h,b,o,p,y,y,c,l,w,g,k,x,p,e,g,f,k
